No;ID Supplier;Nama Supplier;ID Brand;Nama Brand;ID Store;Nama Store;Hari Order;Min. Purchase;Trading Term;Promo Factor;Delay Factor
7129;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;34;Miss Glam Duri;5;500000;0;;
7130;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;35;Miss Glam Sudirman;5;500000;0;;
7131;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;36;Miss Glam Dr. Mansyur;5;500000;0;;
7132;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;38;Miss Glam P. Sidimpuan;5;500000;0;;
7133;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;39;Miss Glam Aceh;5;500000;0;;
7134;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;40;Miss Glam Marpoyan;5;500000;0;;
7135;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;41;Miss Glam Sei Penuh;5;500000;0;;
7136;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);114;NATURE REPUBLIC;42;Miss Glam Mayang;5;500000;0;;
7137;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;7;Miss Glam Padang;3;500000;0;;
7138;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;8;Miss Glam Pekanbaru;3;500000;0;;
7139;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;9;Miss Glam Jambi;3;500000;0;;
7140;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;13;Miss Glam Bukittinggi;3;500000;0;;
7141;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;14;Miss Glam Panam;3;500000;0;;
7142;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;15;Miss Glam Muaro Bungo;3;500000;0;;
7143;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;17;Miss Glam Lampung;3;500000;0;;
7144;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;18;Miss Glam Bengkulu;3;500000;0;;
7145;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;19;Miss Glam Medan;3;500000;0;;
7146;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;20;Miss Glam Palembang;3;500000;0;;
7147;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;21;Miss Glam Damar;3;500000;0;;
7148;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;22;Miss Glam Bangka;3;500000;0;;
7149;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;23;Miss Glam Payakumbuh;3;500000;0;;
7150;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;24;Miss Glam Solok;3;500000;0;;
7151;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;25;Miss Glam Tembilahan;3;500000;0;;
7152;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;26;Miss Glam Lubuk Linggau;3;500000;0;;
7153;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;27;Miss Glam Dumai;3;500000;0;;
7154;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;28;Miss Glam Kedaton;3;500000;0;;
7155;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;29;Miss Glam Rantau Prapat;3;500000;0;;
7156;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;30;Miss Glam Tanjung Pinang;3;500000;0;;
7157;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;31;Miss Glam Sutomo;3;500000;0;;
7158;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;32;Miss Glam Pasaman Barat;3;500000;0;;
7159;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;33;Miss Glam Halat;3;500000;0;;
7160;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;34;Miss Glam Duri;3;500000;0;;
7161;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;35;Miss Glam Sudirman;3;500000;0;;
7162;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;36;Miss Glam Dr. Mansyur;3;500000;0;;
7163;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;38;Miss Glam P. Sidimpuan;3;500000;0;;
7164;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;39;Miss Glam Aceh;3;500000;0;;
7165;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;40;Miss Glam Marpoyan;3;500000;0;;
7166;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;41;Miss Glam Sei Penuh;3;500000;0;;
7167;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;42;Miss Glam Mayang;3;500000;0;;
7168;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;43;Miss Glam Soeta;3;500000;0;;
7169;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);507;NEOGEN;44;Miss Glam Balikpapan;3;500000;0;;
7170;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;7;Miss Glam Padang;3;500000;0;;
7171;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;8;Miss Glam Pekanbaru;3;500000;0;;
7172;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;9;Miss Glam Jambi;3;500000;0;;
7173;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;13;Miss Glam Bukittinggi;3;500000;0;;
7174;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;14;Miss Glam Panam;3;500000;0;;
7175;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;15;Miss Glam Muaro Bungo;3;500000;0;;
7176;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;17;Miss Glam Lampung;3;500000;0;;
7177;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;18;Miss Glam Bengkulu;3;500000;0;;
7178;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;19;Miss Glam Medan;3;500000;0;;
7179;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;20;Miss Glam Palembang;3;500000;0;;
7180;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;21;Miss Glam Damar;3;500000;0;;
7181;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;22;Miss Glam Bangka;3;500000;0;;
7182;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;23;Miss Glam Payakumbuh;3;500000;0;;
7183;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;24;Miss Glam Solok;3;500000;0;;
7184;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;25;Miss Glam Tembilahan;3;500000;0;;
7185;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;26;Miss Glam Lubuk Linggau;3;500000;0;;
7186;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;27;Miss Glam Dumai;3;500000;0;;
7187;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;28;Miss Glam Kedaton;3;500000;0;;
7188;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;29;Miss Glam Rantau Prapat;3;500000;0;;
7189;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;30;Miss Glam Tanjung Pinang;3;500000;0;;
7190;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;31;Miss Glam Sutomo;3;500000;0;;
7191;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;32;Miss Glam Pasaman Barat;3;500000;0;;
7192;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;33;Miss Glam Halat;3;500000;0;;
7193;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;34;Miss Glam Duri;3;500000;0;;
7194;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;35;Miss Glam Sudirman;3;500000;0;;
7195;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;36;Miss Glam Dr. Mansyur;3;500000;0;;
7196;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;38;Miss Glam P. Sidimpuan;3;500000;0;;
7197;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;39;Miss Glam Aceh;3;500000;0;;
7198;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;40;Miss Glam Marpoyan;3;500000;0;;
7199;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;41;Miss Glam Sei Penuh;3;500000;0;;
7200;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;42;Miss Glam Mayang;3;500000;0;;
7201;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;43;Miss Glam Soeta;3;500000;0;;
7202;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);686;NOERA;44;Miss Glam Balikpapan;3;500000;0;;
7203;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;7;Miss Glam Padang;4;500000;0;;
7204;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;8;Miss Glam Pekanbaru;4;500000;0;;
7205;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;9;Miss Glam Jambi;4;500000;0;;
7206;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;13;Miss Glam Bukittinggi;4;500000;0;;
7207;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;14;Miss Glam Panam;4;500000;0;;
7208;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;15;Miss Glam Muaro Bungo;4;500000;0;;
7209;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;17;Miss Glam Lampung;4;500000;0;;
7210;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;18;Miss Glam Bengkulu;4;500000;0;;
7211;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;19;Miss Glam Medan;4;500000;0;;
7212;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;20;Miss Glam Palembang;4;500000;0;;
7213;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;21;Miss Glam Damar;4;500000;0;;
7214;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;22;Miss Glam Bangka;4;500000;0;;
7215;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;23;Miss Glam Payakumbuh;4;500000;0;;
7216;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;24;Miss Glam Solok;4;500000;0;;
7217;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;25;Miss Glam Tembilahan;4;500000;0;;
7218;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;26;Miss Glam Lubuk Linggau;4;500000;0;;
7219;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;27;Miss Glam Dumai;4;500000;0;;
7220;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;28;Miss Glam Kedaton;4;500000;0;;
7221;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;29;Miss Glam Rantau Prapat;4;500000;0;;
7222;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;30;Miss Glam Tanjung Pinang;4;500000;0;;
7223;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;31;Miss Glam Sutomo;4;500000;0;;
7224;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;32;Miss Glam Pasaman Barat;4;500000;0;;
7225;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;33;Miss Glam Halat;4;500000;0;;
7226;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;34;Miss Glam Duri;4;500000;0;;
7227;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;35;Miss Glam Sudirman;4;500000;0;;
7228;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;36;Miss Glam Dr. Mansyur;4;500000;0;;
7229;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;38;Miss Glam P. Sidimpuan;4;500000;0;;
7230;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;39;Miss Glam Aceh;4;500000;0;;
7231;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;40;Miss Glam Marpoyan;4;500000;0;;
7232;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;41;Miss Glam Sei Penuh;4;500000;0;;
7233;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;42;Miss Glam Mayang;4;500000;0;;
7234;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;43;Miss Glam Soeta;4;500000;0;;
7235;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2192;NOSUKU;44;Miss Glam Balikpapan;4;500000;0;;
7236;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;7;Miss Glam Padang;2;500000;0;;
7237;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;8;Miss Glam Pekanbaru;2;500000;0;;
7238;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;9;Miss Glam Jambi;2;500000;0;;
7239;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;13;Miss Glam Bukittinggi;2;500000;0;;
7240;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;14;Miss Glam Panam;2;500000;0;;
7241;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;15;Miss Glam Muaro Bungo;2;500000;0;;
7242;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;17;Miss Glam Lampung;2;500000;0;;
7243;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;18;Miss Glam Bengkulu;2;500000;0;;
7244;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;19;Miss Glam Medan;2;500000;0;;
7245;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;20;Miss Glam Palembang;2;500000;0;;
7246;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;21;Miss Glam Damar;2;500000;0;;
7247;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;22;Miss Glam Bangka;2;500000;0;;
7248;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;23;Miss Glam Payakumbuh;2;500000;0;;
7249;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;24;Miss Glam Solok;2;500000;0;;
7250;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;25;Miss Glam Tembilahan;2;500000;0;;
7251;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;26;Miss Glam Lubuk Linggau;2;500000;0;;
7252;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;27;Miss Glam Dumai;2;500000;0;;
7253;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;28;Miss Glam Kedaton;2;500000;0;;
7254;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;29;Miss Glam Rantau Prapat;2;500000;0;;
7255;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;30;Miss Glam Tanjung Pinang;2;500000;0;;
7256;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;31;Miss Glam Sutomo;2;500000;0;;
7257;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;32;Miss Glam Pasaman Barat;2;500000;0;;
7258;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;33;Miss Glam Halat;2;500000;0;;
7259;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;34;Miss Glam Duri;2;500000;0;;
7260;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;35;Miss Glam Sudirman;2;500000;0;;
7261;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;36;Miss Glam Dr. Mansyur;2;500000;0;;
7262;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;38;Miss Glam P. Sidimpuan;2;500000;0;;
7263;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;39;Miss Glam Aceh;2;500000;0;;
7264;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;40;Miss Glam Marpoyan;2;500000;0;;
7265;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;41;Miss Glam Sei Penuh;2;500000;0;;
7266;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;42;Miss Glam Mayang;2;500000;0;;
7267;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);120;NU SKIN;43;Miss Glam Soeta;2;500000;0;;
7268;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;7;Miss Glam Padang;3;500000;0;;
7269;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;8;Miss Glam Pekanbaru;3;500000;0;;
7270;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;9;Miss Glam Jambi;3;500000;0;;
7271;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;13;Miss Glam Bukittinggi;3;500000;0;;
7272;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;14;Miss Glam Panam;3;500000;0;;
7273;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;15;Miss Glam Muaro Bungo;3;500000;0;;
7274;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;17;Miss Glam Lampung;3;500000;0;;
7275;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;18;Miss Glam Bengkulu;3;500000;0;;
7276;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;19;Miss Glam Medan;3;500000;0;;
7277;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;20;Miss Glam Palembang;3;500000;0;;
7278;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;21;Miss Glam Damar;3;500000;0;;
7279;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;22;Miss Glam Bangka;3;500000;0;;
7280;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;23;Miss Glam Payakumbuh;3;500000;0;;
7281;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;24;Miss Glam Solok;3;500000;0;;
7282;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;25;Miss Glam Tembilahan;3;500000;0;;
7283;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;26;Miss Glam Lubuk Linggau;3;500000;0;;
7284;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;27;Miss Glam Dumai;3;500000;0;;
7285;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;28;Miss Glam Kedaton;3;500000;0;;
7286;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;29;Miss Glam Rantau Prapat;3;500000;0;;
7287;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;30;Miss Glam Tanjung Pinang;3;500000;0;;
7288;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;31;Miss Glam Sutomo;3;500000;0;;
7289;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;32;Miss Glam Pasaman Barat;3;500000;0;;
7290;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;33;Miss Glam Halat;3;500000;0;;
7291;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;34;Miss Glam Duri;3;500000;0;;
7292;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;35;Miss Glam Sudirman;3;500000;0;;
7293;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;36;Miss Glam Dr. Mansyur;3;500000;0;;
7294;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;38;Miss Glam P. Sidimpuan;3;500000;0;;
7295;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;39;Miss Glam Aceh;3;500000;0;;
7296;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;40;Miss Glam Marpoyan;3;500000;0;;
7297;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;41;Miss Glam Sei Penuh;3;500000;0;;
7298;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;42;Miss Glam Mayang;3;500000;0;;
7299;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;43;Miss Glam Soeta;3;500000;0;;
7300;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2374;NUMBUZIN;44;Miss Glam Balikpapan;3;500000;0;;
7301;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;7;Miss Glam Padang;3;500000;0;;
7302;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;8;Miss Glam Pekanbaru;3;500000;0;;
7303;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;9;Miss Glam Jambi;3;500000;0;;
7304;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;13;Miss Glam Bukittinggi;3;500000;0;;
7305;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;14;Miss Glam Panam;3;500000;0;;
7306;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;15;Miss Glam Muaro Bungo;3;500000;0;;
7307;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;17;Miss Glam Lampung;3;500000;0;;
7308;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;18;Miss Glam Bengkulu;3;500000;0;;
7309;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;19;Miss Glam Medan;3;500000;0;;
7310;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;20;Miss Glam Palembang;3;500000;0;;
7311;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;21;Miss Glam Damar;3;500000;0;;
7312;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;22;Miss Glam Bangka;3;500000;0;;
7313;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;23;Miss Glam Payakumbuh;3;500000;0;;
7314;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;24;Miss Glam Solok;3;500000;0;;
7315;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;25;Miss Glam Tembilahan;3;500000;0;;
7316;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;26;Miss Glam Lubuk Linggau;3;500000;0;;
7317;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;27;Miss Glam Dumai;3;500000;0;;
7318;1;PT. BERSAMA DISTRIVERSA INDONESIA (DC CIPUTAT);2277;NURILAB;28;Miss Glam Kedaton;3;500000;0;;
